bam_file_list	VCF_ID	groups	altitud	species	Status	Longitude	Latitude
./bam/IR3_2:C7U03ANXX:7:250516159.sort.bam	TbNa201401_TbNa2014	LR>2000	982	Zea mays ssp. mays	Domesticated	-103.99635	19.94355
./bam/IR3_3:C7U03ANXX:7:250516167.sort.bam	TbNa201402_TbNa2014	LR>2000	982	Zea mays ssp. mays	Domesticated	-103.99635	19.94355
./bam/IR3_4:C7U03ANXX:7:250516175.sort.bam	TbNa201403_TbNa2014	LR>2000	982	Zea mays ssp. mays	Domesticated	-103.99635	19.94355
./bam/IR4T_2:C7U03ANXX:7:250516122.sort.bam	ZmTm201403_ZmTm2014	Zmx>2000	1834	Zea mays ssp. mexicana	CWR	-102.06897	20.15188
./bam/IR4_1:C7U03ANXX:7:250516192.sort.bam	ZmNa201401_ZmNa2014	LR>2000	1834	Zea mays ssp. mays	Domesticated	-102.06897	20.15188
./bam/IR4_2:C7U03ANXX:7:250516105.sort.bam	ZmNa201402_ZmNa2014	LR>2000	1834	Zea mays ssp. mays	Domesticated	-102.06897	20.15188
./bam/IR4_3:C7U03ANXX:7:250516113.sort.bam	ZmNa201403_ZmNa2014	LR>2000	1834	Zea mays ssp. mays	Domesticated	-102.06897	20.15188
./bam/IR4_4:C7U03ANXX:7:250516121.sort.bam	ZmNa201404_ZmNa2014	LR>2000	1834	Zea mays ssp. mays	Domesticated	-102.06897	20.15188
./bam/IR4_6:C7U03ANXX:7:250516129.sort.bam	ZmNa201405_ZmNa2014	LR>2000	1834	Zea mays ssp. mays	Domesticated	-102.06897	20.15188
./bam/IR5T_1:C7U03ANXX:7:250516189.sort.bam	MsTm201401_MsTm2014	Zmx>2000	1825	Zea mays ssp. mexicana	CWR	-101.15015	19.9068
./bam/IR5_1:C7U03ANXX:7:250516185.sort.bam	MsNa201401_MsNa2014	LR>2000	1825	Zea mays ssp. mays	Domesticated	-101.15015	19.9068
./bam/IR5_2:C7U03ANXX:7:250516199.sort.bam	MsNa201402_MsNa2014	LR>2000	1825	Zea mays ssp. mays	Domesticated	-101.15015	19.9068
./bam/IR5_3:C7U03ANXX:7:250516193.sort.bam	MsNa201403_MsNa2014	LR>2000	1825	Zea mays ssp. mays	Domesticated	-101.15015	19.9068
./bam/IR5_4:C7U03ANXX:7:250516106.sort.bam	MsNa201404_MsNa2014	LR>2000	1825	Zea mays ssp. mays	Domesticated	-101.15015	19.9068
./bam/IR5_5:C7U03ANXX:7:250516114.sort.bam	MsNa201405_MsNa2014	LR>2000	1825	Zea mays ssp. mays	Domesticated	-101.15015	19.9068
./bam/MlTm2015_01:CABV0ANXX:1:508298.sort.bam	MlTp201501_MlTp2015	ZprAlo2000	1131	Zea mays ssp. parviglumis	CWR	-99.5005	18.952722
./bam/MlTm2015_02:CABV0ANXX:1:508299.sort.bam	MlTp201502_MlTp2015	ZprAlo2000	1131	Zea mays ssp. parviglumis	CWR	-99.5005	18.952722
./bam/MlTm2015_03:CABV0ANXX:1:508300.sort.bam	MlTp201503_MlTp2015	ZprAlo2000	1131	Zea mays ssp. parviglumis	CWR	-99.5005	18.952722
./bam/MlTm2015_04:CABV0ANXX:1:508301.sort.bam	MlTp201504_MlTp2015	ZprAlo2000	1131	Zea mays ssp. parviglumis	CWR	-99.5005	18.952722
./bam/MlTm2015_05:CABV0ANXX:1:508302.sort.bam	MlTp201505_MlTp2015	ZprAlo2000	1131	Zea mays ssp. parviglumis	CWR	-99.5005	18.952722
./bam/MsH12014_01:CABV0ANXX:2:508431.sort.bam	MsH1201401_MsH12014	MV1	1825	Zea mays ssp. mays	Domesticated	-101.15015	19.9068
./bam/MsH12014_02:CABV0ANXX:2:508432.sort.bam	MsH1201402_MsH12014	MV1	1825	Zea mays ssp. mays	Domesticated	-101.15015	19.9068
./bam/MsH12014_03:CABV0ANXX:2:508433.sort.bam	MsH1201403_MsH12014	MV1	1825	Zea mays ssp. mays	Domesticated	-101.15015	19.9068
./bam/MsH12014_04:CABV0ANXX:2:508434.sort.bam	MsH1201404_MsH12014	MV1	1825	Zea mays ssp. mays	Domesticated	-101.15015	19.9068
./bam/MsH12014_05:CABV0ANXX:2:508435.sort.bam	MsH1201405_MsH12014	MV1	1825	Zea mays ssp. mays	Domesticated	-101.15015	19.9068
./bam/MsH22015_01:CABV0ANXX:2:508424.sort.bam	MsH2201501_MsH22015	MV1	1845	Zea mays ssp. mays	Domesticated	-101.17	19.895
./bam/MsH22015_02:CABV0ANXX:2:508426.sort.bam	MsH2201502_MsH22015	MV1	1845	Zea mays ssp. mays	Domesticated	-101.17	19.895
./bam/MsH22015_03:CABV0ANXX:2:508427.sort.bam	MsH2201503_MsH22015	MV1	1845	Zea mays ssp. mays	Domesticated	-101.17	19.895
./bam/MsH22015_04:CABV0ANXX:2:508428.sort.bam	MsH2201504_MsH22015	MV1	1845	Zea mays ssp. mays	Domesticated	-101.17	19.895
./bam/MsH22015_05:CABV0ANXX:2:508429.sort.bam	MsH2201505_MsH22015	MV1	1845	Zea mays ssp. mays	Domesticated	-101.17	19.895
./bam/MsH22015_06:CABV0ANXX:2:508430.sort.bam	MsH2201506_MsH22015	MV1	1845	Zea mays ssp. mays	Domesticated	-101.17	19.895
./bam/MsNa1970_01:CABV0ANXX:1:508324.sort.bam	MsNa197001_MsNa1970	LR>1960	1517	Zea mays ssp. mays	Domesticated	-103.497012	19.716303
./bam/MsNa1970_02:CABV0ANXX:1:508325.sort.bam	MsNa197002_MsNa1970	LR>1960	1517	Zea mays ssp. mays	Domesticated	-103.497012	19.716303
./bam/MsNa1970_03:CABV0ANXX:1:508326.sort.bam	MsNa197003_MsNa1970	LR>1960	1517	Zea mays ssp. mays	Domesticated	-103.497012	19.716303
./bam/MsNa1970_04:CABV0ANXX:1:508327.sort.bam	MsNa197004_MsNa1970	LR>1960	1517	Zea mays ssp. mays	Domesticated	-103.497012	19.716303
./bam/MsNa1970_05:CABV0ANXX:1:508328.sort.bam	MsNa197005_MsNa1970	LR>1960	1517	Zea mays ssp. mays	Domesticated	-103.497012	19.716303
./bam/MsNa1979_01:CABV0ANXX:3:508570.sort.bam	MsNa197901_MsNa1979	LR>1960	1800	Zea mays ssp. mays	Domesticated	-101.2666667	20
./bam/MsNa1979_02:CABV0ANXX:3:508571.sort.bam	MsNa197902_MsNa1979	LR>1960	1800	Zea mays ssp. mays	Domesticated	-101.2666667	20
./bam/MsNa1979_03:CABV0ANXX:3:508572.sort.bam	MsNa197903_MsNa1979	LR>1960	1800	Zea mays ssp. mays	Domesticated	-101.2666667	20
./bam/MsNa1979_04:CABV0ANXX:3:508573.sort.bam	MsNa197904_MsNa1979	LR>1960	1800	Zea mays ssp. mays	Domesticated	-101.2666667	20
./bam/MsNa2015_01:CABV0ANXX:2:508418.sort.bam	MsNa201501_MsNa2015	LR>2000	1840	Zea mays ssp. mays	Domesticated	-101.1692	19.8958
./bam/MsNa2015_02:CABV0ANXX:2:508419.sort.bam	MsNa201502_MsNa2015	LR>2000	1840	Zea mays ssp. mays	Domesticated	-101.1692	19.8958
./bam/MsNa2015_03:CABV0ANXX:2:508420.sort.bam	MsNa201503_MsNa2015	LR>2000	1840	Zea mays ssp. mays	Domesticated	-101.1692	19.8958
./bam/MsNa2015_04:CABV0ANXX:2:508421.sort.bam	MsNa201504_MsNa2015	LR>2000	1840	Zea mays ssp. mays	Domesticated	-101.1692	19.8958
./bam/MsNa2015_05:CABV0ANXX:2:508422.sort.bam	MsNa201505_MsNa2015	LR>2000	1840	Zea mays ssp. mays	Domesticated	-101.1692	19.8958
./bam/MsNa2015_06:CABV0ANXX:2:508423.sort.bam	MsNa201506_MsNa2015	LR>2000	1840	Zea mays ssp. mays	Domesticated	-101.1692	19.8958
./bam/MsTm2015_01:CABV0ANXX:2:508436.sort.bam	MsTm201501_MsTm2015	Zmx>2000	1840	Zea mays ssp. mexicana	CWR	-101.1692	19.8958
./bam/MsTm2015_02:CABV0ANXX:2:508437.sort.bam	MsTm201502_MsTm2015	Zmx>2000	1840	Zea mays ssp. mexicana	CWR	-101.1692	19.8958
./bam/MsTm2015_03:CABV0ANXX:2:508438.sort.bam	MsTm201503_MsTm2015	Zmx>2000	1840	Zea mays ssp. mexicana	CWR	-101.1692	19.8958
./bam/MsTm2015_04:CABV0ANXX:2:508439.sort.bam	MsTm201504_MsTm2015	Zmx>2000	1840	Zea mays ssp. mexicana	CWR	-101.1692	19.8958
./bam/MsTm2015_05:CABV0ANXX:2:508440.sort.bam	MsTm201505_MsTm2015	Zmx>2000	1840	Zea mays ssp. mexicana	CWR	-101.1692	19.8958
./bam/MsTm2015_06:CABV0ANXX:2:508441.sort.bam	MsTm201506_MsTm2015	Zmx>2000	1840	Zea mays ssp. mexicana	CWR	-101.1692	19.8958
./bam/PpNa1969_01:CABV0ANXX:1:508306.sort.bam	PpNa196001_PpNa1960	LR>1960	982	Zea mays ssp. mays	Domesticated	-99.330802	18.290454
./bam/PpNa1969_02:CABV0ANXX:1:508307.sort.bam	PpNa196002_PpNa1960	LR>1960	982	Zea mays ssp. mays	Domesticated	-99.330802	18.290454
./bam/PpNa1969_03:CABV0ANXX:1:508308.sort.bam	PpNa196003_PpNa1960	LR>1960	982	Zea mays ssp. mays	Domesticated	-99.330802	18.290454
./bam/PpNa1969_04:CABV0ANXX:1:508309.sort.bam	PpNa196004_PpNa1960	LR>1960	982	Zea mays ssp. mays	Domesticated	-99.330802	18.290454
./bam/PpNa1969_05:CABV0ANXX:1:508310.sort.bam	PpNa196005_PpNa1960	LR>1960	982	Zea mays ssp. mays	Domesticated	-99.330802	18.290454
./bam/PpNa1969_06:CABV0ANXX:1:508311.sort.bam	PpNa196006_PpNa1960	LR>1960	982	Zea mays ssp. mays	Domesticated	-99.330802	18.290454
./bam/PpNa1973_01:CABV0ANXX:3:508567.sort.bam	PpNa197301_PpNa1973	LR>1960	2201	Zea mays ssp. mays	Domesticated	-99.73139	18.40833
./bam/PpNa1973_02:CABV0ANXX:3:508568.sort.bam	PpNa197302_PpNa1973	LR>1960	2201	Zea mays ssp. mays	Domesticated	-99.73139	18.40833
./bam/PpNa1973_03:CABV0ANXX:3:508569.sort.bam	PpNa197303_PpNa1973	LR>1960	2201	Zea mays ssp. mays	Domesticated	-99.73139	18.40833
./bam/PpNa2003_01:CABV0ANXX:1:508382.sort.bam	PpNa2003b1_PpNa2003b	LR>2000	1890	Zea mays ssp. mays	Domesticated	-99.78444444	18.50472222
./bam/PpNa2003_01:CABV0ANXX:3:508530.sort.bam	PpNa2003a6_PpNa2003a	LR>2000	1205	Zea mays ssp. mays	Domesticated	-99.19083333	18.24888889
./bam/PpNa2003_02:CABV0ANXX:1:508383.sort.bam	PpNa2003b2_PpNa2003b	LR>2000	1890	Zea mays ssp. mays	Domesticated	-99.78444444	18.50472222
./bam/PpNa2003_02:CABV0ANXX:3:508531.sort.bam	PpNa2003a7_PpNa2003a	LR>2000	1205	Zea mays ssp. mays	Domesticated	-99.19083333	18.24888889
./bam/PpNa2003_03:CABV0ANXX:1:508384.sort.bam	PpNa2003b3_PpNa2003b	LR>2000	1890	Zea mays ssp. mays	Domesticated	-99.78444444	18.50472222
./bam/PpNa2003_03:CABV0ANXX:3:508533.sort.bam	PpNa2003a8_PpNa2003a	LR>2000	1205	Zea mays ssp. mays	Domesticated	-99.19083333	18.24888889
./bam/PpNa2003_04:CABV0ANXX:1:508385.sort.bam	PpNa2003b4_PpNa2003b	LR>2000	1890	Zea mays ssp. mays	Domesticated	-99.78444444	18.50472222
./bam/PpNa2003_05:CABV0ANXX:1:508386.sort.bam	PpNa2003b5_PpNa2003b	LR>2000	1890	Zea mays ssp. mays	Domesticated	-99.78444444	18.50472222
./bam/PpNa2003_06:CABV0ANXX:1:508387.sort.bam	PpNa2003b6_PpNa2003b	LR>2000	1890	Zea mays ssp. mays	Domesticated	-99.78444444	18.50472222
./bam/PpTm1978:CABV0ANXX:3:508563.sort.bam	PpTp201001_PpTp2010	Zpr>2000	1101	Zea mays ssp. parviglumis	CWR	-99.218	18.23769
./bam/PpTM2010_02:CABV0ANXX:3:508564.sort.bam	PpTp201002_PpTp2010	Zpr>2000	1101	Zea mays ssp. parviglumis	CWR	-99.218	18.23769
./bam/PpTM2010_03:CABV0ANXX:3:508565.sort.bam	PpTp197802_PpTp1978	Zpr1980	1450	Zea mays ssp. parviglumis	CWR	-99.9	18.4
./bam/PpTp1984_01:CABV0ANXX:2:508390.sort.bam	PpTp1984b1_PpTp1984b	Zpr1980	1795	Zea mays ssp. parviglumis	CWR	-99.78333333	18.5
./bam/PpTp1984_01:CABV0ANXX:3:508527.sort.bam	PpTp1984a2_PpTp1984a	Zpr1980	1465	Zea mays ssp. parviglumis	CWR	-99.9	18.4
./bam/PpTp1984_02:CABV0ANXX:3:508528.sort.bam	PpTp1984a3_PpTp1984a	Zpr1980	1465	Zea mays ssp. parviglumis	CWR	-99.9	18.4
./bam/PpTp1984_03:CABV0ANXX:3:508529.sort.bam	PpTp1984a4_PpTp1984a	Zpr1980	1465	Zea mays ssp. parviglumis	CWR	-99.9	18.4
./bam/PpTp2003_01:CABV0ANXX:3:508543.sort.bam	ChTm200301_ChTm2003	Zmx>2000	2705	Zea mays ssp. mexicana	CWR	-98.72694444	19.08277778
./bam/PpTp2003_02:CABV0ANXX:3:508544.sort.bam	ChTm200302_ChTm2003	Zmx>2000	2705	Zea mays ssp. mexicana	CWR	-98.72694444	19.08277778
./bam/PpTp2003_03:CABV0ANXX:3:508545.sort.bam	ChTm200303_ChTm2003	Zmx>2000	2705	Zea mays ssp. mexicana	CWR	-98.72694444	19.08277778
./bam/PpTp2003_04:CABV0ANXX:3:508546.sort.bam	ChTm200304_ChTm2003	Zmx>2000	2705	Zea mays ssp. mexicana	CWR	-98.72694444	19.08277778
./bam/PpTp2003_05:CABV0ANXX:3:508547.sort.bam	ChTm200305_ChTm2003	Zmx>2000	2705	Zea mays ssp. mexicana	CWR	-98.72694444	19.08277778
./bam/PpTp2010_01:CABV0ANXX:3:508551.sort.bam	PpTp201003_PpTp2010	Zpr>2000	1101	Zea mays ssp. mexicana	CWR	-99.218	18.23769
./bam/PpTp2010_03:CABV0ANXX:3:508552.sort.bam	PpTp201101_PpTp2011	Zpr>2000	1439	Zea mays ssp. mexicana	CWR	-99.90842	18.411
./bam/PpTp2010_04:CABV0ANXX:3:508553.sort.bam	PpTp201102_PpTp2011	Zpr>2000	1439	Zea mays ssp. mexicana	CWR	-99.90842	18.411
./bam/PpTp2010_05:CABV0ANXX:3:508554.sort.bam	PpTp201103_PpTp2011	Zpr>2000	1439	Zea mays ssp. mexicana	CWR	-99.90842	18.411
./bam/PpTp2010_06:CABV0ANXX:3:508555.sort.bam	PpTp201104_PpTp2011	Zpr>2000	1439	Zea mays ssp. mexicana	CWR	-99.90842	18.411
./bam/PpTp2010_07:CABV0ANXX:3:508556.sort.bam	PpTp201105_PpTp2011	Zpr>2000	1439	Zea mays ssp. mexicana	CWR	-99.90842	18.411
./bam/RMM13_1:C7U03ANXX:7:250516109.sort.bam	TbTp200301_TbTp2003	Zpr>2000	982	Zea mays ssp. mexicana	CWR	-103.9952778	19.94333333
./bam/RMM13_2:C7U03ANXX:7:250516117.sort.bam	TbTp200302_TbTp2003	Zpr>2000	982	Zea mays ssp. mexicana	CWR	-103.9952778	19.94333333
./bam/RMM13_3:C7U03ANXX:7:250516125.sort.bam	TbTp200303_TbTp2003	Zpr>2000	982	Zea mays ssp. mexicana	CWR	-103.9952778	19.94333333
./bam/RMM13_4:C7U03ANXX:7:250516133.sort.bam	TbTp200304_TbTp2003	Zpr>2000	982	Zea mays ssp. mexicana	CWR	-103.9952778	19.94333333
./bam/RMM13_5:C7U03ANXX:7:250516141.sort.bam	TbTp200305_TbTp2003	Zpr>2000	982	Zea mays ssp. mexicana	CWR	-103.9952778	19.94333333
./bam/RMM15_1:C7U03ANXX:7:250516149.sort.bam	TbNa200301_TbNa2003	LR>2000	982	Zea mays ssp. mays	Domesticated	-103.9952778	19.94333333
./bam/RMM15_2:C7U03ANXX:7:250516165.sort.bam	TbNa200302_TbNa2003	LR>2000	982	Zea mays ssp. mays	Domesticated	-103.9952778	19.94333333
./bam/RMM15_3:C7U03ANXX:7:250516157.sort.bam	TbNa200303_TbNa2003	LR>2000	982	Zea mays ssp. mays	Domesticated	-103.9952778	19.94333333
./bam/RMM15_4:C7U03ANXX:7:250516173.sort.bam	TbNa200304_TbNa2003	LR>2000	982	Zea mays ssp. mays	Domesticated	-103.9952778	19.94333333
./bam/RMM15_5:C7U03ANXX:7:250516181.sort.bam	TbNa200305_TbNa2003	LR>2000	982	Zea mays ssp. mays	Domesticated	-103.9952778	19.94333333
./bam/SJAH12015_01:CABV0ANXX:1:508365.sort.bam	SJH1201501_SJH12015	MV2	1577	Zea mays ssp. mays	Domesticated	-102.356356	20.418405
./bam/SJAH12015_02:CABV0ANXX:1:508366.sort.bam	SJH1201502_SJH12015	MV2	1577	Zea mays ssp. mays	Domesticated	-102.356356	20.418405
./bam/SJAH12015_03:CABV0ANXX:1:508367.sort.bam	SJH1201503_SJH12015	MV2	1577	Zea mays ssp. mays	Domesticated	-102.356356	20.418405
./bam/SJAH12015_04:CABV0ANXX:1:508368.sort.bam	SJH1201504_SJH12015	MV2	1577	Zea mays ssp. mays	Domesticated	-102.356356	20.418405
./bam/SJAH12015_05:CABV0ANXX:1:508369.sort.bam	SJH1201505_SJH12015	MV2	1577	Zea mays ssp. mays	Domesticated	-102.356356	20.418405
./bam/SJATm2015_01:CABV0ANXX:1:508360.sort.bam	SJTm201501_SJTm2015	Zmx>2000	1577	Zea mays ssp. mexicana	CWR	-102.356356	20.418405
./bam/SJATm2015_02:CABV0ANXX:1:508361.sort.bam	SJTm201502_SJTm2015	Zmx>2000	1577	Zea mays ssp. mexicana	CWR	-102.356356	20.418405
./bam/SJATm2015_03:CABV0ANXX:1:508362.sort.bam	SJTm201503_SJTm2015	Zmx>2000	1577	Zea mays ssp. mexicana	CWR	-102.356356	20.418405
./bam/SJATm2015_04:CABV0ANXX:1:508363.sort.bam	SJTm201504_SJTm2015	Zmx>2000	1577	Zea mays ssp. mexicana	CWR	-102.356356	20.418405
./bam/SJATm2015_05:CABV0ANXX:1:508364.sort.bam	SJTm201505_SJTm2015	Zmx>2000	1577	Zea mays ssp. mexicana	CWR	-102.356356	20.418405
./bam/SJTm2002_01:CABV0ANXX:1:508355.sort.bam	SJTm200201_SJTm2002	Zmx>2000	1597	Zea mays ssp. mexicana	CWR	-102.3333333	20.41666667
./bam/SJTm2002_02:CABV0ANXX:1:508356.sort.bam	SJTm200202_SJTm2002	Zmx>2000	1597	Zea mays ssp. mexicana	CWR	-102.3333333	20.41666667
./bam/SJTm2002_03:CABV0ANXX:1:508357.sort.bam	SJTm200203_SJTm2002	Zmx>2000	1597	Zea mays ssp. mexicana	CWR	-102.3333333	20.41666667
./bam/SJTm2002_04:CABV0ANXX:1:508358.sort.bam	SJTm200204_SJTm2002	Zmx>2000	1597	Zea mays ssp. mexicana	CWR	-102.3333333	20.41666667
./bam/SJTm2002_05:CABV0ANXX:1:508359.sort.bam	SJTm200205_SJTm2002	Zmx>2000	1597	Zea mays ssp. mexicana	CWR	-102.3333333	20.41666667
./bam/TbH12015_01:CABV0ANXX:3:508504.sort.bam	TbH1201501_TbH12015	MV1	1071	Zea mays ssp. mays	Domesticated	-103.9885	19.9614
./bam/TbH12015_02:CABV0ANXX:3:508505.sort.bam	TbH1201502_TbH12015	MV1	1071	Zea mays ssp. mays	Domesticated	-103.9885	19.9614
./bam/TbH12015_03:CABV0ANXX:3:508506.sort.bam	TbH1201503_TbH12015	MV1	1071	Zea mays ssp. mays	Domesticated	-103.9885	19.9614
./bam/TbH12015_04:CABV0ANXX:3:508507.sort.bam	TbH1201504_TbH12015	MV1	1071	Zea mays ssp. mays	Domesticated	-103.9885	19.9614
./bam/TbH12015_05:CABV0ANXX:3:508508.sort.bam	TbH1201505_TbH12015	MV1	1071	Zea mays ssp. mays	Domesticated	-103.9885	19.9614
./bam/TbH12015_05:CABV0ANXX:3:508578.sort.bam	TbH1201506_TbH12015	MV1	1071	Zea mays ssp. mays	Domesticated	-103.9885	19.9614
./bam/TbNa1946_01:CABV0ANXX:3:508535.sort.bam	TbNa1946a6_TbNa1946a	LR<1960	870	Zea mays ssp. mays	Domesticated	-104.2	19.8
./bam/TbNa1946_02:CABV0ANXX:3:508536.sort.bam	TbNa1946a7_TbNa1946a	LR<1960	870	Zea mays ssp. mays	Domesticated	-104.2	19.8
./bam/TbNa1946_03:CABV0ANXX:3:508537.sort.bam	TbNa1946a8_TbNa1946a	LR<1960	870	Zea mays ssp. mays	Domesticated	-104.2	19.8
./bam/TbNa1946_04:CABV0ANXX:3:508538.sort.bam	TbNa1946b1_TbNa1946b	LR<1960	1517	Zea mays ssp. mays	Domesticated	-103.497012	19.716303
./bam/TbNa1946_05:CABV0ANXX:3:508539.sort.bam	TbNa1946b2_TbNa1946b	LR<1960	1517	Zea mays ssp. mays	Domesticated	-103.497012	19.716303
./bam/TbNa1946_06:CABV0ANXX:3:508540.sort.bam	TbNa1946b3_TbNa1946b	LR<1960	1517	Zea mays ssp. mays	Domesticated	-103.497012	19.716303
./bam/TbNa1946_07:CABV0ANXX:3:508541.sort.bam	TbNa1946b4_TbNa1946b	LR<1960	1517	Zea mays ssp. mays	Domesticated	-103.497012	19.716303
./bam/TbNa1946_08:CABV0ANXX:3:508542.sort.bam	TbNa1946b5_TbNa1946b	LR<1960	1517	Zea mays ssp. mays	Domesticated	-103.497012	19.716303
./bam/TbNa1960_01:CABV0ANXX:1:508329.sort.bam	TbNa196001_TbNa1960	LR>1960	1517	Zea mays ssp. mays	Domesticated	-103.497012	19.716303
./bam/TbNa1960_02:CABV0ANXX:1:508330.sort.bam	TbNa196002_TbNa1960	LR>1960	1517	Zea mays ssp. mays	Domesticated	-103.497012	19.716303
./bam/TbNa1960_03:CABV0ANXX:1:508332.sort.bam	TbNa196003_TbNa1960	LR>1960	1517	Zea mays ssp. mays	Domesticated	-103.497012	19.716303
./bam/TbNa1960_04:CABV0ANXX:1:508333.sort.bam	TbNa196004_TbNa1960	LR>1960	1517	Zea mays ssp. mays	Domesticated	-103.497012	19.716303
./bam/TbNa1960_05:CABV0ANXX:1:508334.sort.bam	TbNa196005_TbNa1960	LR>1960	1517	Zea mays ssp. mays	Domesticated	-103.497012	19.716303
./bam/TbNa1960_06:CABV0ANXX:1:508335.sort.bam	TbNa196006_TbNa1960	LR>1960	1517	Zea mays ssp. mays	Domesticated	-103.497012	19.716303
./bam/TbNa2015_01:CABV0ANXX:3:508494.sort.bam	TbNa201501_TbNa2015	LR>2000	1071	Zea mays ssp. mays	Domesticated	-103.9885	19.9614
./bam/TbNa2015_02:CABV0ANXX:3:508495.sort.bam	TbNa201502_TbNa2015	LR>2000	1071	Zea mays ssp. mays	Domesticated	-103.9885	19.9614
./bam/TbNa2015_03:CABV0ANXX:3:508496.sort.bam	TbNa201503_TbNa2015	LR>2000	1071	Zea mays ssp. mays	Domesticated	-103.9885	19.9614
./bam/TbNa2015_04:CABV0ANXX:3:508497.sort.bam	TbNa201504_TbNa2015	LR>2000	1071	Zea mays ssp. mays	Domesticated	-103.9885	19.9614
./bam/TbNa2015_05:CABV0ANXX:3:508498.sort.bam	TbNa201505_TbNa2015	LR>2000	1071	Zea mays ssp. mays	Domesticated	-103.9885	19.9614
./bam/TbTp1983_01:CABV0ANXX:3:508548.sort.bam	TbTp198301_TbTp1983	Zpr1980	980	Zea mays ssp. parviglumis	CWR	-104.0666667	19.95
./bam/TbTp1983_02:CABV0ANXX:3:508549.sort.bam	TbTp198302_TbTp1983	Zpr1980	980	Zea mays ssp. parviglumis	CWR	-104.0666667	19.95
./bam/TbTp1983_03:CABV0ANXX:3:508550.sort.bam	TbTp198303_TbTp1983	Zpr1980	980	Zea mays ssp. parviglumis	CWR	-104.0666667	19.95
./bam/TbTp2014_01:CABV0ANXX:3:508509.sort.bam	TbTp201401_TbTp2014	Zpr>2000	982	Zea mays ssp. parviglumis	CWR	-103.99635	19.94355
./bam/TbTp2014_02:CABV0ANXX:3:508510.sort.bam	TbTp201402_TbTp2014	Zpr>2000	982	Zea mays ssp. parviglumis	CWR	-103.99635	19.94355
./bam/TbTp2014_03:CABV0ANXX:3:508511.sort.bam	TbTp201403_TbTp2014	Zpr>2000	982	Zea mays ssp. parviglumis	CWR	-103.99635	19.94355
./bam/TbTp2015_01:CABV0ANXX:3:508499.sort.bam	TbTp201501_TbTp2015	Zpr>2000	1071	Zea mays ssp. parviglumis	CWR	-103.9885	19.9614
./bam/TbTp2015_02:CABV0ANXX:3:508500.sort.bam	TbTp201502_TbTp2015	Zpr>2000	1071	Zea mays ssp. parviglumis	CWR	-103.9885	19.9614
./bam/TbTp2015_03:CABV0ANXX:3:508501.sort.bam	TbTp201503_TbTp2015	Zpr>2000	1071	Zea mays ssp. parviglumis	CWR	-103.9885	19.9614
./bam/TbTp2015_04:CABV0ANXX:3:508502.sort.bam	TbTp201504_TbTp2015	Zpr>2000	1071	Zea mays ssp. parviglumis	CWR	-103.9885	19.9614
./bam/TbTp2015_05:CABV0ANXX:3:508503.sort.bam	TbTp201505_TbTp2015	Zpr>2000	1071	Zea mays ssp. parviglumis	CWR	-103.9885	19.9614
./bam/VaNa1943_01:CABV0ANXX:1:508376.sort.bam	VaNa194301_VaNa1943	LR<1960	298	Zea mays ssp. mays	Domesticated	18.615695	-100.901771
./bam/VaNa1943_02:CABV0ANXX:1:508377.sort.bam	VaNa194302_VaNa1943	LR<1960	298	Zea mays ssp. mays	Domesticated	18.615695	-100.901771
./bam/VaNa1943_03:CABV0ANXX:1:508378.sort.bam	VaNa194303_VaNa1943	LR<1960	298	Zea mays ssp. mays	Domesticated	18.615695	-100.901771
./bam/VaNa1943_04:CABV0ANXX:1:508379.sort.bam	VaNa194304_VaNa1943	LR<1960	298	Zea mays ssp. mays	Domesticated	18.615695	-100.901771
./bam/VaNa1943_05:CABV0ANXX:1:508380.sort.bam	VaNa194305_VaNa1943	LR<1960	298	Zea mays ssp. mays	Domesticated	18.615695	-100.901771
./bam/VaNa1943_06:CABV0ANXX:1:508381.sort.bam	VaNa194306_VaNa1943	LR<1960	298	Zea mays ssp. mays	Domesticated	18.615695	-100.901771
./bam/VaNa2015_01:CABV0ANXX:2:508442.sort.bam	VaNa201506_VaNa2015	LR>2000	721	Zea mays ssp. mays	Domesticated	-100.8998	18.8339
./bam/VaNa2015_02:CABV0ANXX:2:508443.sort.bam	VaNa201507_VaNa2015	LR>2000	721	Zea mays ssp. mays	Domesticated	-100.8998	18.8339
./bam/VaNa2015_03:CABV0ANXX:2:508444.sort.bam	VaNa201501_VaNa2015	LR>2000	721	Zea mays ssp. mays	Domesticated	-100.8998	18.8339
./bam/VaNa2015_04:CABV0ANXX:2:508445.sort.bam	VaNa201502_VaNa2015	LR>2000	721	Zea mays ssp. mays	Domesticated	-100.8998	18.8339
./bam/VaNa2015_05:CABV0ANXX:2:508446.sort.bam	VaNa201503_VaNa2015	LR>2000	721	Zea mays ssp. mays	Domesticated	-100.8998	18.8339
./bam/VaNa2015_06:CABV0ANXX:2:508447.sort.bam	VaNa201504_VaNa2015	LR>2000	721	Zea mays ssp. mays	Domesticated	-100.8998	18.8339
./bam/VaNa2015_07:CABV0ANXX:2:508448.sort.bam	VaNa201505_VaNa2015	LR>2000	721	Zea mays ssp. mays	Domesticated	-100.8998	18.8339
./bam/ZmH12015_01:CABV0ANXX:1:508340.sort.bam	ZmH1201501_ZmH12015	MV1	1779	Zea mays ssp. mays	Domesticated	-102.098333	20.198117
